==============================================
   校长我来当 - 游戏全部文本（平台/工单审核用）
   版本: v3.7 (versionCode 29)
   包名: com.arktools.xiaozhang
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
221. "DELETE FROM students WHERE schoolId = :schoolId AND status IN ('GRADUATED', 'DROPPED') AND graduateYear < :beforeYear"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
222. "DELETE FROM teachers WHERE id = :teacherId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeacherDao.kt
223. "DELETE FROM teachers WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeacherDao.kt
224. "DELETE FROM teaching_methods WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeachingMethodDao.kt
225. "DNA不溶于冷酒精会析出"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
226. "DNA提取实验"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
227. "DORMITORY"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
228. "Database health check failed, attempting WAL repair..."
   来源文件: app/src/main/java/com/arktools/xiaozhang/SchoolTycoonApplication.kt
229. "Database is corrupted beyond WAL repair, backing up corrupted file"
   来源文件: app/src/main/java/com/arktools/xiaozhang/SchoolTycoonApplication.kt
230. "Database repaired successfully by removing WAL files (no data loss)"
   来源文件: app/src/main/java/com/arktools/xiaozhang/SchoolTycoonApplication.kt
231. "Detected 3 consecutive rapid crashes! Resetting database to break crash loop."
   来源文件: app/src/main/java/com/arktools/xiaozhang/SchoolTycoonApplication.kt
232. "D级不合格"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/government/GovernmentInspectionManager.kt
233. "ENROLLED"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/StudentEntity.kt
234. "Error in confirmGameOver"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
235. "Error in newGame"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/main/MainViewModel.kt
236. "Error in resetGame"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/main/MainViewModel.kt
237. "Error in stats collection"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewViewModel.kt
238. "EventViewModel"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/event/EventViewModel.kt
239. "F"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/exam/ExamManager.kt
240. "Failed to backup corrupted DB, deleting as last resort"
   来源文件: app/src/main/java/com/arktools/xiaozhang/SchoolTycoonApplication.kt
241. "Failed to parse classTierMapJson (non-fatal)"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
242. "Failed to persist anti-corruption result"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
243. "Failed to persist classTierMap (non-fatal)"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
244. "Failed to restore headTeacherMap (non-fatal)"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
245. "Failed to sync schoolId from DB"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
246. "FinancialReportManager"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/finance/FinancialReportManager.kt
247. "GENERAL"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt, app/src/main/java/com/arktools/xiaozhang/ui/student/StudentViewModel.kt
248. "GRAND"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
249. "GameEngine"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
250. "Good!🎵"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
251. "HEALTHY"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/StudentEntity.kt
252. "INTEGER"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
253. "INTEGER NOT NULL DEFAULT 0"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
254. "INTEGER NOT NULL DEFAULT 1"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
255. "INTEGER NOT NULL DEFAULT 1988"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
256. "INTEREST"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
257. "INTERNATIONAL"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
258. "Initialized default research methods for existing save"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
259. "LABORATORY"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
260. "LARGE"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
261. "LECTURE"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
262. "LIBRARY"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/achievement/Achievement.kt
263. "MALE"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/TeacherEntity.kt
264. "MAX"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/district/DistrictScreen.kt
265. "MEDIUM"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
266. "MINIMAL"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
267. "MIT合作项目"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/conference/AcademicConferenceManager.kt
268. "MM-dd HH:mm"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/SaveSlot.kt
269. "MODERATE"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/policy/SchoolPolicyManager.kt
270. "MainVM"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/main/MainViewModel.kt
271. "Milestone check failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
272. "Miss"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
273. "Miss...💨"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
274. "Monthly settlement retry: skipping expense deduction to prevent double-charge"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
275. "NOI/IOI竞赛培训"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/model/Course.kt
276. "NORMAL"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/entity/StudentEntity.kt, app/src/main/java/com/arktools/xiaozhang/domain/teaching/TeachingManager.kt
277. "NOW!"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/SportsDayMiniGame.kt
278. "OverviewVM"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewViewModel.kt
279. "P0-3 quarterlyTax failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
280. "P0-4 studentWithdrawals failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
281. "P0-5 poach/burnout/contract failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
282. "P1-1 complaints failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
283. "P2-1 behaviorEvent failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
284. "P2-2 facilityPenalties failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
285. "P3-1 monthlyBrief failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
286. "P3-2 financialHealth failed"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameEngine.kt
287. "PRACTICAL"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/GameBalanceConfig.kt
288. "PRAGMA quick_check"
   来源文件: app/src/main/java/com/arktools/xiaozhang/SchoolTycoonApplication.kt
289. "PRAGMA wal_checkpoint(TRUNCATE)"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
290. "Perfect!⚡"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/minigame/MiniGameViewModel.kt
291. "PrincipalOffice"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/principal/PrincipalOfficeScreen.kt
292. "REAL NOT NULL DEFAULT 0.0"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
293. "REAL NOT NULL DEFAULT 0.8"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
294. "REAL NOT NULL DEFAULT 0.85"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
295. "REAL NOT NULL DEFAULT 30.0"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
296. "REAL NOT NULL DEFAULT 50.0"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
297. "REAL NOT NULL DEFAULT 70.0"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt, app/src/main/java/com/arktools/xiaozhang/di/AppModule.kt
298. "S"
   来源文件: app/src/main/java/com/arktools/xiaozhang/ui/overview/OverviewScreen.kt, app/src/main/java/com/arktools/xiaozhang/ui/teacher/TeacherListScreen.kt
299. "SARS疫情蔓延，线下教育股暴跌，在线教育逆势上涨。"
   来源文件: app/src/main/java/com/arktools/xiaozhang/domain/engine/StockEventGenerator.kt
300. "SELECT * FROM courses WHERE id = :courseId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/CourseDao.kt
301. "SELECT * FROM courses WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/CourseDao.kt
302. "SELECT * FROM courses WHERE schoolId = :schoolId AND status = 'RELEASED'"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/CourseDao.kt
303. "SELECT * FROM courses WHERE schoolId = :schoolId AND status = :status"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/CourseDao.kt
304. "SELECT * FROM courses WHERE schoolId = :schoolId AND status IN ('PREPARING', 'TESTING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/CourseDao.kt
305. "SELECT * FROM schools LIMIT 1"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/SchoolDao.kt
306. "SELECT * FROM stock_holdings WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StockDao.kt
307. "SELECT * FROM stock_holdings WHERE schoolId = :schoolId AND stockId = :stockId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StockDao.kt
308. "SELECT * FROM stock_price_history WHERE stockId = :stockId AND schoolId = :schoolId ORDER BY gameDay DESC LIMIT :limit"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StockDao.kt
309. "SELECT * FROM stocks WHERE id = :stockId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StockDao.kt
310. "SELECT * FROM stocks WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StockDao.kt
311. "SELECT * FROM stocks WHERE schoolId = :schoolId AND sector = :sector"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StockDao.kt
312. "SELECT * FROM students WHERE classId = :classId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
313. "SELECT * FROM students WHERE courseId = :courseId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
314. "SELECT * FROM students WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
315. "SELECT * FROM students WHERE schoolId = :schoolId AND classId IS NULL AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
316. "SELECT * FROM students WHERE schoolId = :schoolId AND gradeLevel = :gradeLevel AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
317. "SELECT * FROM students WHERE schoolId = :schoolId AND status = 'DROPPED' ORDER BY graduateYear DESC, graduateMonth DESC LIMIT :limit"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
318. "SELECT * FROM students WHERE schoolId = :schoolId AND status = 'GRADUATED'"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
319. "SELECT * FROM students WHERE schoolId = :schoolId AND status = 'GRADUATED' ORDER BY graduateYear DESC, graduateMonth DESC LIMIT :limit"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
320. "SELECT * FROM students WHERE schoolId = :schoolId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
321. "SELECT * FROM teachers WHERE id = :teacherId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeacherDao.kt
322. "SELECT * FROM teachers WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeacherDao.kt
323. "SELECT * FROM teaching_methods WHERE id = :methodId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeachingMethodDao.kt
324. "SELECT * FROM teaching_methods WHERE schoolId = :schoolId"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeachingMethodDao.kt
325. "SELECT * FROM teaching_methods WHERE schoolId = :schoolId AND isUnlocked = 1"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/TeachingMethodDao.kt
326. "SELECT AVG(intelligence) FROM students WHERE classId = :classId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
327. "SELECT AVG(physical) FROM students WHERE classId = :classId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
328. "SELECT AVG(reviewRating) FROM students WHERE schoolId = :schoolId AND status = 'GRADUATED' AND reviewRating IS NOT NULL"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
329. "SELECT AVG(satisfaction) FROM students WHERE classId = :classId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
330. "SELECT AVG(satisfaction) FROM students WHERE schoolId = :schoolId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
331. "SELECT COUNT(*) FROM students WHERE classId = :classId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
332. "SELECT COUNT(*) FROM students WHERE courseId = :courseId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
333. "SELECT COUNT(*) FROM students WHERE schoolId = :schoolId AND gradeLevel = :gradeLevel AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
334. "SELECT COUNT(*) FROM students WHERE schoolId = :schoolId AND healthStatus = 'FATIGUED' AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
335. "SELECT COUNT(*) FROM students WHERE schoolId = :schoolId AND healthStatus = 'SICK' AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
336. "SELECT COUNT(*) FROM students WHERE schoolId = :schoolId AND status = 'GRADUATED'"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
337. "SELECT COUNT(*) FROM students WHERE schoolId = :schoolId AND status IN ('ENROLLED', 'STUDYING')"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/local/dao/StudentDao.kt
338. "SELECT id FROM schools LIMIT 1"
   来源文件: app/src/main/java/com/arktools/xiaozhang/data/save/SaveManager.kt
